topic_id,nct_id,explanation_length_chars,explanation_text,fk_grade,bertscore_f1,pass_fk,pass_bertscore,combined_pass
38,NCT01047761,422,"**TRIAL NAME:** Exercise Study for People with Myasthenia Gravis

**MATCH SCORE:** 10.0/10

**WHY YOU MAY QUALIFY:**
- You have stable myasthenia gravis that affects your whole body
- You are an adult between ages 18-70

**THINGS TO ASK YOUR DOCTOR:**
- Do I exercise regularly each week?
- Have my myasthenia gravis symptoms gotten worse in the past 3 months?

**LEARN MORE:**
https://clinicaltrials.gov/study/NCT01047761",9.362500000000004,0.8041,False,False,False
38,NCT03059888,574,"**TRIAL NAME:** Testing Orencia Medicine for Myasthenia Gravis Patients

**MATCH SCORE:** 8.3/10

**WHY YOU MAY QUALIFY:**
- You are between 16 and 85 years old
- You have myasthenia gravis
- Your usual treatments don't work well enough
- Your recent blood tests are normal or close to normal
- If you can get pregnant, you are not breastfeeding and can use birth control

**THINGS TO ASK YOUR DOCTOR:**
- Am I willing to understand and sign the forms for this study?
- Can I visit the study site every 2 months?

**LEARN MORE:**
https://clinicaltrials.gov/study/NCT03059888",10.555909090909093,0.8039,False,False,False
39,NCT00692224,514,"**TRIAL NAME:** Testing Zinc to Treat Jaundice in Newborn Babies

**MATCH SCORE:** 10.0/10

**WHY YOU MAY QUALIFY:**
- Your baby was born at 35 weeks or later

**THINGS TO CLARIFY WITH YOUR DOCTOR:**
- (No additional information needed)

**LEARN MORE:**
https://clinicaltrials.gov/study/NCT00692224

---

*Note: This study tests if zinc can help reduce jaundice in newborns. Jaundice makes the skin look yellow. It happens when too much bilirubin builds up in the blood. Some newborns have a higher risk for this.*",7.205263157894738,0.8031,True,False,False
39,NCT03684499,505,"**TRIAL NAME:** Study of Fluids for Newborn Jaundice Treatment

**MATCH SCORE:** 7.5/10

**WHY YOU MAY QUALIFY:**
- Your baby weighs enough for the study. The baby needs to weigh at least 5.5 pounds.
- Your baby's jaundice level is right for this study.
- Your baby has the common type of jaundice. This study looks at this type.

**THINGS TO ASK YOUR DOCTOR:**
- Is my baby ""full-term"" for this study? My baby was born at 38 weeks and 3 days.

**LEARN MORE:**
https://clinicaltrials.gov/study/NCT03684499",4.839166666666667,0.7856,True,False,False
39,NCT04215601,420,"**TRIAL NAME:** Light Therapy Effects on Calcium Levels in Newborns

**MATCH SCORE:** 6.7/10

**WHY YOU MAY QUALIFY:**
- Your baby has jaundice. Your baby needs light therapy.
- Your baby drinks formula or breast milk.

**THINGS TO ASK YOUR DOCTOR:**
- Does my baby fit all the rules for this jaundice study?
- Is my baby's feeding time right for this trial?

**LEARN MORE:**
https://clinicaltrials.gov/study/NCT04215601",6.379063231850118,0.8173,True,False,False
39,NCT02807246,305,"**TRIAL NAME:** Study of Probiotics for Newborn Jaundice

**MATCH SCORE:** 6.7/10

**WHY YOU MAY QUALIFY:**
- Your baby was born full-term
- Your baby only drinks breast milk

**THINGS TO ASK YOUR DOCTOR:**
- Was my baby's birth weight normal?

**LEARN MORE:**
https://clinicaltrials.gov/study/NCT02807246",8.785,0.7943,False,False,False
39,NCT02613676,502,"**TRIAL NAME:** Testing a Skin Scanner for Newborn Jaundice Risk

**MATCH SCORE:** 5.0/10

**WHY YOU MAY QUALIFY:**
- Your baby was born at 35 weeks or later
- Your baby weighs at least 4 pounds (1800 grams)

**THINGS TO ASK YOUR DOCTOR:**
- (No other information needed from your medical records)

**LEARN MORE:**
https://clinicaltrials.gov/study/NCT02613676

---
*Note: This trial may not be the best fit based on your match score. Your doctor can help you find other options that might work better.*",8.92788961038961,0.7914,False,False,False
40,NCT00480662,406,"**TRIAL NAME:** Testing a New Medicine (MK0217) for Paget's Bone Disease

**MATCH SCORE:** 10.0/10

**WHY YOU MAY QUALIFY:**
- You are between 18 and 90 years old with Paget's bone disease

**THINGS TO ASK YOUR DOCTOR:**
- Can I stand or sit up straight for 30 minutes without problems?
- Do I have trouble swallowing pills or stomach problems?

**LEARN MORE:**
https://clinicaltrials.gov/study/NCT00480662",7.5625000000000036,0.8508,True,True,True
40,NCT00453128,448,"TRIAL NAME: Study on Testing for Other Health Problems in Crystal Joint Disease

MATCH SCORE: 0.0/10

WHY YOU MAY QUALIFY:
- We found no matching criteria based on your information

THINGS TO TALK ABOUT WITH YOUR DOCTOR:
- No unclear criteria to discuss

LEARN MORE:
https://clinicaltrials.gov/study/NCT00453128

**Note: This trial may not be right for you since your match score is very low. Your doctor can help you find better clinical trials.**",9.778079710144926,0.7934,False,False,False
40,NCT00306046,403,"**TRIAL NAME:** PET Scan Study for Paget's Disease of Bone

**MATCH SCORE:** 0.0/10

*Note: This trial may not be right for you based on what we know.*

**WHY YOU MAY QUALIFY:**
- You have bone pain from your Paget's disease

**THINGS TO ASK YOUR DOCTOR:**
- Do my X-rays and bone scans show that my Paget's disease is in only one bone area?

**LEARN MORE:**
https://clinicaltrials.gov/study/NCT00306046",6.506250000000001,0.8015,True,False,False
40,NCT00615628,390,"**TRIAL NAME:** Study of How Bone Cancer Runs in Families

**MATCH SCORE:** 0.0/10

*Note: This trial may not be right for you based on what we know.*

**WHY YOU MAY QUALIFY:**
- You are over 18 years old

**THINGS TO ASK YOUR DOCTOR:**
- Is someone in your family related to you by blood who has bone cancer or Paget's disease?

**LEARN MORE:**
https://clinicaltrials.gov/study/NCT00615628",7.393709677419356,0.8065,True,False,False
40,NCT04184661,479,"TRIAL NAME: Study of Two Bone Treatments on Bone Cells

MATCH SCORE: 0.0/10

WHY YOU MAY QUALIFY:
- No matching criteria were found based on your information

THINGS TO CLARIFY WITH YOUR DOCTOR:
- Have you been told about this study and would you be willing to take part?

LEARN MORE:
https://clinicaltrials.gov/study/NCT04184661

**Note: This trial may not be the best fit for you based on the very low match score. Your doctor can help you find more suitable clinical trials.**",7.740153846153845,0.77,True,False,False
